-0.0000,66.2961,97.8961
1.6273,47.7447,109.4746
1.7379,47.8865,109.3972
1.8452,47.8883,109.3930
1.9525,47.8903,109.3886
2.0631,47.8924,109.3839
2.1703,47.8946,109.3790
2.2776,47.8968,109.3738
2.3881,47.8993,109.3683
2.4954,48.0418,109.2890
2.6026,48.0444,109.2830
2.7130,48.0472,109.2767
2.8202,48.0501,109.2704
2.9274,48.0530,109.2637
3.0377,48.2004,109.1806
3.1449,48.2035,109.1733
3.2520,48.2068,109.1660
3.3623,48.2102,109.1581
3.4693,48.3537,109.0762
3.5763,48.3572,109.0680
3.6866,48.3610,109.0594
3.7936,48.3648,109.0507
3.9005,48.5086,108.9676
4.0107,48.5128,108.9581
4.1176,48.5169,108.9488
4.2244,48.5211,108.9392
4.3345,48.6697,108.8523
4.4413,48.6741,108.8421
4.5481,48.6786,108.8318
4.6580,48.8232,108.7462
4.7647,48.8280,108.7352
4.8714,48.8328,108.7241
4.9813,48.9777,108.6376
5.0879,48.9827,108.6259
5.1944,49.1319,108.5368
5.3042,49.1373,108.5242
5.4107,49.1427,108.5119
5.5172,49.2878,108.4241
5.6268,49.2935,108.4108
5.7332,49.4389,108.3223
5.8395,49.4446,108.3089
5.9490,49.4507,108.2949
6.0553,49.6005,108.2032
6.1615,49.6066,108.1890
6.2709,49.7525,108.0984
6.3770,49.7588,108.0838
6.4831,49.9047,107.9930
6.5923,49.9113,107.9774
6.6983,50.0616,107.8836
6.8043,50.0682,107.8680
6.9134,50.2147,107.7753
7.0192,50.3609,107.6825
7.1250,50.3678,107.6662
7.2340,50.5187,107.5700
7.3397,50.5258,107.5532
7.4453,50.6724,107.4592
7.5542,50.8193,107.3641
7.6597,50.8266,107.3466
7.7652,50.9776,107.2491
7.8738,50.9854,107.2305
7.9792,51.1324,107.1346
8.0845,51.2793,107.0383
8.1930,51.4308,106.9385
8.2982,51.4387,106.9195
8.4034,51.5859,106.8221
8.5117,51.7333,106.7236
8.6167,51.7415,106.7039
8.7217,51.8931,106.6030
8.8298,52.0407,106.5033
8.9347,52.1882,106.4038
9.0395,52.3399,106.3015
