15.1078,12.2602,113.2884,70.9553
16.8663,4.8391,105.8813,68.8355
16.9195,4.8570,105.9183,68.8401
16.9726,4.8750,105.9552,68.8445
17.0740,4.8735,105.9559,68.8340
17.1753,4.8723,105.9563,68.8235
17.2795,4.8714,105.9564,68.8125
17.3805,4.8707,105.9563,68.8018
17.4815,4.8703,105.9558,68.7911
17.5854,4.8701,105.9551,68.7799
17.6366,4.8892,105.9909,68.7843
17.6878,4.9082,106.0266,68.7886
17.7885,4.9085,106.0254,68.7776
17.8921,4.9091,106.0238,68.7663
17.9925,4.9100,106.0220,68.7552
18.0929,4.9111,106.0198,68.7440
18.1453,4.9315,106.0559,68.7483
18.1978,4.9520,106.0918,68.7525
18.2980,4.9535,106.0892,68.7412
18.3980,4.9554,106.0862,68.7299
18.5010,4.9576,106.0829,68.7181
18.5517,4.9780,106.1172,68.7221
18.6024,4.9985,106.1514,68.7260
18.7021,5.0011,106.1476,68.7145
18.8047,5.0041,106.1434,68.7025
18.9042,5.0073,106.1391,68.6908
18.9547,5.0283,106.1726,68.6946
19.0051,5.0494,106.2061,68.6983
19.1075,5.0531,106.2011,68.6862
19.2066,5.0571,106.1959,68.6743
19.3057,5.0613,106.1904,68.6624
19.3574,5.0836,106.2243,68.6661
19.4092,5.1060,106.2581,68.6698
19.5080,5.1106,106.2521,68.6577
19.6067,5.1156,106.2458,68.6456
19.6583,5.1378,106.2780,68.6489
19.7098,5.1602,106.3102,68.6521
19.8083,5.1655,106.3033,68.6399
19.9067,5.1713,106.2961,68.6276
19.9580,5.1940,106.3278,68.6307
20.0094,5.2169,106.3594,68.6338
20.1076,5.2230,106.3517,68.6214
20.1573,5.2467,106.3841,68.6249
20.2070,5.2704,106.4164,68.6283
20.3080,5.2773,106.4079,68.6154
20.4058,5.2843,106.3993,68.6028
20.4553,5.3078,106.4301,68.6058
20.5048,5.3315,106.4608,68.6089
20.6054,5.3391,106.4514,68.5958
20.6547,5.3631,106.4818,68.5987
20.7041,5.3871,106.5121,68.6016
20.8015,5.3950,106.5024,68.5888
20.9017,5.4035,106.4921,68.5755
20.9508,5.4285,106.5229,68.5786
21.0001,5.4537,106.5537,68.5817
21.0971,5.4624,106.5432,68.5687
21.1476,5.4873,106.5724,68.5712
21.1981,5.5123,106.6016,68.5736
21.2949,5.5215,106.5905,68.5605
21.3438,5.5467,106.6194,68.5631
21.3927,5.5720,106.6483,68.5657
21.4921,5.5820,106.6363,68.5520
21.5409,5.6082,106.6659,68.5548
21.5897,5.6344,106.6954,68.5575
21.6860,5.6446,106.6832,68.5442
21.7360,5.6707,106.7111,68.5463
21.7861,5.6969,106.7390,68.5485
21.8347,5.7230,106.7669,68.5508
21.8832,5.7493,106.7946,68.5531
21.9792,5.7602,106.7815,68.5396
22.0290,5.7876,106.8098,68.5419
22.0789,5.8151,106.8380,68.5441
22.1745,5.8265,106.8243,68.5305
22.2228,5.8534,106.8513,68.5326
22.2711,5.8805,106.8782,68.5347
22.3207,5.9078,106.9048,68.5365
22.3703,5.9352,106.9312,68.5384
22.4656,5.9474,106.9167,68.5245
22.5137,5.9756,106.9440,68.5267
22.5617,6.0039,106.9712,68.5289
22.6596,6.0169,106.9557,68.5146
22.7075,6.0449,106.9815,68.5164
22.7554,6.0729,107.0073,68.5182
22.8032,6.1010,107.0330,68.5200
22.8510,6.1293,107.0585,68.5218
22.9002,6.1585,107.0847,68.5235
22.9494,6.1879,107.1107,68.5253
23.0439,6.2015,107.0944,68.5111
23.0915,6.2304,107.1193,68.5127
23.1390,6.2592,107.1441,68.5143
23.1880,6.2884,107.1686,68.5156
23.2369,6.3178,107.1928,68.5169
23.3311,6.3322,107.1757,68.5026
23.3784,6.3623,107.2009,68.5043
23.4258,6.3924,107.2260,68.5059
23.4745,6.4223,107.2497,68.5071
23.5231,6.4522,107.2733,68.5082
23.5704,6.4821,107.2970,68.5095
23.6175,6.5121,107.3205,68.5108
23.6647,6.5429,107.3449,68.5123
23.7118,6.5738,107.3692,68.5138
23.8081,6.5898,107.3500,68.4987
23.8550,6.6204,107.3729,68.4998
23.9020,6.6510,107.3958,68.5010
23.9489,6.6817,107.4185,68.5020
23.9957,6.7126,107.4411,68.5031
24.0439,6.7445,107.4642,68.5041
24.0921,6.7765,107.4871,68.5051
24.1388,6.8077,107.5093,68.5060
24.1855,6.8391,107.5313,68.5070
24.2322,6.8705,107.5532,68.5078
24.2788,6.9021,107.5749,68.5087
24.3267,6.9348,107.5971,68.5095
24.3747,6.9675,107.6192,68.5103
24.4211,6.9995,107.6405,68.5110
24.4676,7.0316,107.6617,68.5117
24.5140,7.0638,107.6827,68.5124
24.5603,7.0961,107.7036,68.5131
24.6080,7.1295,107.7249,68.5137
24.6557,7.1631,107.7462,68.5143
24.7019,7.1957,107.7666,68.5148
24.7481,7.2285,107.7869,68.5153
24.7942,7.2615,107.8071,68.5158
24.8403,7.2945,107.8271,68.5162
