14.0362,34.4370,85.4423
14.0362,34.4370,85.4423
14.0362,34.5307,85.5027
14.0362,34.6251,85.5621
14.0362,34.7228,85.6228
14.0362,34.8181,85.6810
14.0362,34.9138,85.7386
14.0362,35.0129,85.7973
14.0362,35.1094,85.8536
14.0362,35.2064,85.9093
14.0362,35.3068,85.9661
14.0362,35.4046,86.0206
14.0362,35.5029,86.0744
14.0362,35.6045,86.1293
14.0362,35.7037,86.1819
14.0362,35.8032,86.2339
14.0362,35.9062,86.2869
14.0362,36.0065,86.3376
14.0362,36.1073,86.3877
14.0362,36.2116,86.4388
14.0362,36.3132,86.4876
14.0362,36.4152,86.5359
14.0362,36.5208,86.5850
14.0362,36.6236,86.6320
14.0362,36.7269,86.6785
14.0362,36.8337,86.7257
14.0362,36.9378,86.7708
14.0362,37.0423,86.8154
14.0362,37.1503,86.8607
14.0362,37.2556,86.9040
14.0362,37.3613,86.9467
14.0362,37.4706,86.9901
14.0362,37.5772,87.0315
14.0362,37.6841,87.0723
14.0362,37.7946,87.1138
14.0362,37.9023,87.1534
14.0362,38.0104,87.1924
14.0362,38.1221,87.2319
14.0362,38.2310,87.2697
14.0362,38.3403,87.3068
14.0362,38.4533,87.3445
14.0362,38.5633,87.3803
14.0362,38.6737,87.4156
14.0362,38.7879,87.4514
14.0362,38.8991,87.4854
14.0362,39.0107,87.5188
14.0362,39.1261,87.5526
14.0362,39.2384,87.5848
14.0362,39.3512,87.6164
14.0362,39.4677,87.6483
14.0362,39.5812,87.6786
14.0362,39.6951,87.7083
14.0362,39.8127,87.7384
14.0362,39.9274,87.7668
14.0362,40.0424,87.7947
14.0362,40.1612,87.8228
14.0362,40.2769,87.8494
14.0362,40.3930,87.8754
14.0362,40.5130,87.9016
14.0362,40.6298,87.9264
14.0362,40.7470,87.9506
14.0362,40.8681,87.9748
14.0362,40.9861,87.9978
14.0362,41.1043,88.0201
14.0362,41.2266,88.0425
14.0362,41.3456,88.0635
14.0362,41.4649,88.0840
14.0362,41.5882,88.1045
14.0362,41.7083,88.1237
14.0362,41.8287,88.1423
14.0362,41.9531,88.1609
14.0362,42.0742,88.1782
14.0362,42.1957,88.1950
14.0362,42.3212,88.2117
14.0362,42.4434,88.2272
14.0362,42.5659,88.2421
14.0362,42.6924,88.2569
14.0362,42.8156,88.2705
14.0362,42.9391,88.2836
14.0362,43.0667,88.2964
14.0362,43.1909,88.3082
14.0362,43.3155,88.3195
14.0362,43.4441,88.3304
14.0362,43.5693,88.3404
14.0362,43.6948,88.3497
14.0362,43.8245,88.3588
14.0362,43.9507,88.3669
14.0362,44.0772,88.3744
14.0362,44.2079,88.3816
14.0362,44.3351,88.3878
14.0362,44.4626,88.3935
14.0362,44.5943,88.3987
14.0362,44.7224,88.4031
14.0362,44.8509,88.4070
14.0362,44.9835,88.4103
14.0362,45.1126,88.4128
14.0362,45.2421,88.4148
14.0362,45.3757,88.4162
14.0362,45.5057,88.4169
14.0362,45.6361,88.4171
14.0362,45.7707,88.4166
