-0.0000,32.3149,88.9106,-89.9884
14.1529,27.0516,75.4120,-88.4520
13.9196,27.1936,75.5413,-88.4096
14.1529,27.1364,75.6697,-88.3893
13.9196,27.2811,75.8011,-88.3666
14.1529,27.2250,75.9280,-88.3461
13.9196,27.3695,76.0542,-88.3247
14.1529,27.3158,76.1835,-88.3022
13.9196,27.4613,76.3083,-88.2816
14.1529,27.4074,76.4324,-88.2603
13.9196,27.5554,76.5595,-88.2378
14.1529,27.5026,76.6822,-88.2173
13.9196,27.6502,76.8041,-88.1961
14.1529,27.5999,76.9291,-88.1736
13.9196,27.7486,77.0497,-88.1531
14.1529,27.6979,77.1696,-88.1319
13.9196,27.8492,77.2925,-88.1094
14.1529,27.8996,77.4110,-88.0890
13.9196,27.9504,77.5288,-88.0678
14.1529,28.0033,77.6496,-88.0454
13.9196,28.0553,77.7660,-88.0250
14.1529,28.1077,77.8818,-88.0039
13.9196,28.1623,78.0004,-87.9814
14.1529,28.2158,78.1149,-87.9611
13.9196,28.2698,78.2286,-87.9400
14.1529,28.3259,78.3451,-87.9176
13.9196,28.3810,78.4575,-87.8973
14.1529,28.4366,78.5693,-87.8762
13.9196,28.4943,78.6837,-87.8539
14.1529,28.5510,78.7941,-87.8336
13.9196,28.6081,78.9038,-87.8125
14.1529,28.6674,79.0162,-87.7902
13.9196,28.7256,79.1245,-87.7700
14.1529,28.7843,79.2322,-87.7490
13.9196,28.8452,79.3425,-87.7267
14.1529,28.9049,79.4489,-87.7065
13.9196,28.9651,79.5546,-87.6855
14.1529,29.0276,79.6629,-87.6632
13.9196,29.0888,79.7673,-87.6430
14.1529,29.1505,79.8710,-87.6220
13.9196,29.2146,79.9772,-87.5998
14.1529,29.2773,80.0796,-87.5797
13.9196,29.3406,80.1814,-87.5587
14.1529,29.4062,80.2855,-87.5365
13.9196,29.4704,80.3860,-87.5164
14.1529,29.5352,80.4858,-87.4955
13.9196,29.6024,80.5879,-87.4733
