q1_deg,q2_deg,q3_deg,q4_deg
3.6312,10.0693,16.1060,-87.9698
3.6312,10.0693,16.1059,-88.0225
3.5209,10.1974,16.0735,-88.0763
3.5209,10.1975,16.0732,-88.1434
3.4083,10.1919,16.0836,-88.0988
3.4083,10.1920,16.0834,-88.2281
3.2979,10.1867,16.0933,-88.1428
3.2979,10.1868,16.0931,-88.1957
3.1852,10.1816,16.1029,-88.2617
3.1852,10.1816,16.1027,-88.3184
3.0748,10.3132,16.0679,-88.2715
3.0748,10.3134,16.0675,-88.4047
2.9621,10.3085,16.0766,-88.3163
2.9621,10.3086,16.0765,-88.3703
2.8516,10.3040,16.0850,-88.4391
2.8516,10.3041,16.0849,-88.4922
2.7388,10.2996,16.0933,-88.4568
2.7388,10.2997,16.0931,-88.5807
2.6283,10.2954,16.1010,-88.4986
2.6283,10.2955,16.1009,-88.5506
2.5155,10.4254,16.0651,-88.6093
2.5155,10.4255,16.0648,-88.6745
2.4049,10.4216,16.0721,-88.6310
2.4049,10.4217,16.0719,-88.7588
2.2921,10.4179,16.0790,-88.6737
2.2921,10.4180,16.0788,-88.7267
2.1815,10.4144,16.0855,-88.7958
2.1815,10.4145,16.0853,-88.8489
2.0687,10.4111,16.0918,-88.8135
2.0686,10.4112,16.0916,-88.9380
1.9580,10.4080,16.0976,-88.8552
1.9580,10.4080,16.0974,-88.9070
1.8451,10.4049,16.1032,-88.9746
1.8451,10.4050,16.1030,-89.0307
1.7344,10.5391,16.0636,-88.9880
1.7344,10.5392,16.0633,-89.1181
1.6215,10.5365,16.0684,-89.0311
1.6215,10.5366,16.0683,-89.0842
1.5108,10.5341,16.0730,-89.1551
1.5108,10.5342,16.0728,-89.2072
1.3979,10.5318,16.0773,-89.1723
1.3979,10.5319,16.0771,-89.2971
1.2872,10.5297,16.0811,-89.2138
1.2872,10.5298,16.0810,-89.2654
1.1742,10.5278,16.0848,-89.3343
1.1742,10.5279,16.0846,-89.3898
1.0635,10.5260,16.0880,-89.3527
1.0635,10.5261,16.0878,-89.4769
0.9505,10.5244,16.0910,-89.3940
0.9505,10.5245,16.0908,-89.4462
0.8397,10.5231,16.0936,-89.5159
0.8397,10.5232,16.0934,-89.5689
0.7267,10.5218,16.0959,-89.5335
0.7267,10.5219,16.0957,-89.6586
0.6160,10.5208,16.0978,-89.5751
0.6160,10.5209,16.0976,-89.6268
0.5030,10.5199,16.0995,-89.6958
0.5030,10.5200,16.0993,-89.7512
0.3922,10.6536,16.0566,-89.7128
0.3922,10.6538,16.0563,-89.8390
0.2792,10.6531,16.0574,-89.7544
0.2792,10.6532,16.0573,-89.8066
0.1684,10.6528,16.0581,-89.8780
0.1684,10.6529,16.0579,-89.9300
0.0554,10.6526,16.0584,-89.8951
0.0554,10.6527,16.0582,-90.0204
-0.0554,10.6526,16.0584,-89.9364
-0.0554,10.6527,16.0582,-89.9878
-0.1684,10.6528,16.0581,-90.0581
-0.1684,10.6529,16.0579,-90.1129
-0.2792,10.6531,16.0574,-90.0761
-0.2792,10.6532,16.0573,-90.2007
-0.3922,10.6537,16.0564,-90.1171
-0.3922,10.6538,16.0563,-90.1691
-0.5030,10.5199,16.0996,-90.2390
-0.5030,10.5200,16.0993,-90.2922
-0.6160,10.5208,16.0978,-90.2567
-0.6160,10.5209,16.0976,-90.3819
-0.7267,10.5218,16.0959,-90.2984
-0.7267,10.5219,16.0957,-90.3500
-0.8397,10.5231,16.0936,-90.4191
-0.8397,10.5232,16.0934,-90.4745
-0.9505,10.5245,16.0910,-90.4375
-0.9505,10.5245,16.0908,-90.5616
-1.0635,10.5260,16.0880,-90.4788
-1.0635,10.5261,16.0878,-90.5309
-1.1742,10.5278,16.0848,-90.6007
-1.1742,10.5279,16.0846,-90.6536
-1.2872,10.5297,16.0811,-90.6182
-1.2872,10.5298,16.0810,-90.7433
-1.3979,10.5318,16.0773,-90.6598
-1.3979,10.5319,16.0771,-90.7114
-1.5108,10.5341,16.0730,-90.7804
-1.5108,10.5342,16.0728,-90.8358
-1.6215,10.5365,16.0684,-90.7987
-1.6215,10.5366,16.0683,-90.9229
-1.7344,10.5391,16.0635,-90.8400
-1.7344,10.5392,16.0633,-90.8921
-1.8451,10.4049,16.1033,-90.9567
-1.8451,10.4050,16.1030,-91.0148
-1.9580,10.4080,16.0976,-90.9761
-1.9580,10.4080,16.0974,-91.1028
-2.0687,10.4111,16.0917,-91.0186
-2.0686,10.4112,16.0916,-91.0707
-2.1815,10.4144,16.0855,-91.1387
-2.1815,10.4145,16.0853,-91.1945
-2.2921,10.4179,16.0790,-91.1573
-2.2921,10.4180,16.0788,-91.2810
-2.4049,10.4216,16.0721,-91.1987
-2.4049,10.4217,16.0719,-91.2510
-2.5155,10.4254,16.0650,-91.3193
-2.5155,10.4255,16.0648,-91.3729
-2.6283,10.2953,16.1012,-91.3298
-2.6283,10.2955,16.1009,-91.4618
-2.7388,10.2996,16.0933,-91.3744
-2.7388,10.2997,16.0931,-91.4275
-2.8516,10.3040,16.0850,-91.4953
-2.8516,10.3041,16.0849,-91.5511
-2.9621,10.3085,16.0766,-91.5139
-2.9621,10.3086,16.0765,-91.6369
-3.0748,10.3133,16.0677,-91.5553
-3.0748,10.3134,16.0675,-91.6078
-3.1852,10.1815,16.1030,-91.6657
-3.1852,10.1816,16.1027,-91.7293
-3.2979,10.1867,16.0933,-91.6871
-3.2979,10.1868,16.0931,-91.8148
-3.4083,10.1919,16.0836,-91.7305
-3.4083,10.1920,16.0834,-91.7832
-3.5209,10.1974,16.0734,-91.8488
-3.5209,10.1975,16.0732,-91.9058
-3.6312,10.0692,16.1062,-91.8578
-3.6312,10.0693,16.1059,-91.9910
-3.7438,10.0751,16.0951,-91.9034
-3.7438,10.0752,16.0950,-91.9578
-3.8541,10.0811,16.0841,-92.0241
-3.8541,10.0812,16.0840,-92.0784
-3.9666,9.9510,16.1163,-92.0311
-3.9666,9.9511,16.1160,-92.1656
-4.0768,9.9573,16.1045,-92.0776
-4.0768,9.9574,16.1043,-92.1317
-4.1892,9.9639,16.0923,-92.1961
-4.1892,9.9640,16.0921,-92.2533
-4.2994,9.9706,16.0800,-92.2154
-4.2994,9.9707,16.0798,-92.3372
-4.4118,9.8441,16.1097,-92.2451
-4.4118,9.8442,16.1093,-92.3029
-4.5219,9.8512,16.0966,-92.3703
-4.5219,9.8512,16.0964,-92.4234
-4.6342,9.8585,16.0830,-92.3882
-4.6342,9.8586,16.0829,-92.5096
-4.7442,9.7299,16.1125,-92.4168
-4.7442,9.7300,16.1122,-92.4746
-4.8564,9.7377,16.0982,-92.5404
-4.8564,9.7378,16.0980,-92.5963
-4.9664,9.7454,16.0839,-92.5594
-4.9664,9.7455,16.0838,-92.6793
-5.0786,9.6203,16.1110,-92.5871
-5.0785,9.6205,16.1106,-92.6457
-5.1885,9.6285,16.0959,-92.7112
-5.1884,9.6286,16.0958,-92.7652
-5.3005,9.5013,16.1228,-92.7145
-5.3005,9.5015,16.1225,-92.8503
-5.4103,9.5099,16.1071,-92.7628
-5.4103,9.5100,16.1069,-92.8178
-5.5223,9.5187,16.0909,-92.8776
-5.5223,9.5188,16.0908,-92.9368
-5.6321,9.3948,16.1160,-92.8822
-5.6320,9.3949,16.1157,-93.0183
-5.7440,9.4040,16.0990,-92.9309
-5.7439,9.4041,16.0989,-92.9868
-5.8536,9.2780,16.1239,-93.0297
-5.8536,9.2781,16.1236,-93.1039
-5.9654,9.2877,16.1063,-93.0558
-5.9654,9.2877,16.1061,-93.1825
-6.0772,9.2974,16.0885,-93.1013
-6.0772,9.2975,16.0883,-93.1560
-6.1867,9.1748,16.1113,-93.1956
-6.1867,9.1749,16.1109,-93.2719
-6.2984,9.1850,16.0926,-93.2226
-6.2984,9.1851,16.0925,-93.3494
-6.4078,9.0602,16.1152,-93.2502
-6.4078,9.0604,16.1149,-93.3118
-6.5194,9.0709,16.0959,-93.3733
-6.5194,9.0710,16.0958,-93.4305
-6.6287,8.9493,16.1168,-93.3747
-6.6287,8.9495,16.1165,-93.5101
-6.7402,8.9603,16.0968,-93.4245
-6.7402,8.9604,16.0967,-93.4809
-6.8494,8.8367,16.1175,-93.5164
-6.8494,8.8369,16.1172,-93.5952
-6.9608,8.7163,16.1362,-93.5254
-6.9608,8.7165,16.1359,-93.5816
-7.0699,8.7277,16.1156,-93.6342
-7.0699,8.7278,16.1155,-93.6944
-7.1812,8.6053,16.1343,-93.6351
-7.1812,8.6054,16.1340,-93.7735
-7.2902,8.6171,16.1131,-93.6872
-7.2902,8.6171,16.1129,-93.7436
-7.4014,8.4978,16.1300,-93.7746
-7.4014,8.4979,16.1296,-93.8576
-7.5103,8.3761,16.1472,-93.7839
-7.5103,8.3763,16.1469,-93.8413
-7.6214,8.3887,16.1246,-93.8916
-7.6213,8.3888,16.1245,-93.9542
-7.7302,8.2701,16.1403,-93.8927
-7.7302,8.2703,16.1400,-94.0293
-7.8411,8.2832,16.1170,-93.9450
-7.8411,8.2833,16.1169,-94.0022
-7.9498,8.1626,16.1325,-94.0289
-7.9498,8.1628,16.1322,-94.1125
-8.0606,8.0453,16.1459,-94.0378
-8.0606,8.0455,16.1456,-94.0969
-8.1692,8.0587,16.1222,-94.1457
-8.1692,8.0588,16.1220,-94.2066
-8.2799,7.9393,16.1355,-94.1444
-8.2799,7.9395,16.1352,-94.2822
-8.3884,7.8228,16.1478,-94.1750
-8.3883,7.8229,16.1475,-94.2418
-8.4989,7.7043,16.1597,-94.2710
-8.4989,7.7044,16.1594,-94.3543
-8.6073,7.7185,16.1346,-94.3029
-8.6072,7.7186,16.1344,-94.4216
-8.7177,7.6031,16.1449,-94.3253
-8.7177,7.6033,16.1446,-94.3907
-8.8259,7.4853,16.1557,-94.4158
-8.8259,7.4855,16.1553,-94.4995
-8.9362,7.3708,16.1645,-94.4234
-8.9362,7.3710,16.1642,-94.4844
-9.0443,7.3858,16.1381,-94.5288
-9.0443,7.3859,16.1380,-94.5908
-9.1545,7.2693,16.1469,-94.5263
-9.1545,7.2695,16.1466,-94.6629
-9.2625,7.1555,16.1546,-94.5561
-9.2624,7.1557,16.1543,-94.6243
-9.3725,7.0398,16.1619,-94.6460
-9.3725,7.0400,16.1616,-94.7327
-9.4803,6.9268,16.1684,-94.6543
-9.4803,6.9270,16.1680,-94.7160
-9.5902,6.8119,16.1743,-94.7305
-9.5902,6.8121,16.1740,-94.8209
-9.6979,6.6997,16.1795,-94.7403
-9.6979,6.6999,16.1791,-94.8029
-9.8077,6.5856,16.1841,-94.8158
-9.8076,6.5859,16.1838,-94.9067
-9.9152,6.4743,16.1879,-94.8256
-9.9152,6.4745,16.1876,-94.8888
-10.0248,6.3610,16.1913,-94.8999
-10.0248,6.3612,16.1909,-94.9913
-10.1322,6.2505,16.1938,-94.9098
-10.1322,6.2507,16.1935,-94.9734
-10.2417,6.1381,16.1958,-94.9827
-10.2417,6.1383,16.1955,-95.0747
-10.3489,6.0283,16.1971,-94.9928
-10.3489,6.0285,16.1968,-95.0569
-10.4583,5.9168,16.1978,-95.0644
-10.4582,5.9170,16.1974,-95.1569
-10.5654,5.8079,16.1977,-95.0745
-10.5653,5.8081,16.1974,-95.1391
-10.6745,5.6972,16.1971,-95.1449
-10.6745,5.6974,16.1967,-95.2378
-10.7815,5.5891,16.1958,-95.1551
-10.7814,5.5893,16.1954,-95.2201
-10.8905,5.4793,16.1938,-95.2242
-10.8905,5.4795,16.1935,-95.3176
-10.8905,5.3532,16.2231,-95.2385
-10.8905,5.3533,16.2229,-95.2926
-10.9973,5.2435,16.2209,-95.2297
-10.9973,5.2437,16.2206,-95.3559
-11.1061,5.1373,16.2167,-95.2559
-11.1061,5.1375,16.2164,-95.3265
-11.2128,5.0286,16.2130,-95.3305
-11.2127,5.0288,16.2127,-95.4214
-11.3215,4.9232,16.2075,-95.3395
-11.3214,4.9234,16.2072,-95.4059
-11.3214,4.7955,16.2357,-95.4099
-11.3214,4.7956,16.2356,-95.4213
-11.4280,4.6903,16.2301,-95.3802
-11.4279,4.6905,16.2297,-95.4930
-11.5365,4.5835,16.2235,-95.3995
-11.5364,4.5837,16.2231,-95.4694
-11.5364,4.4589,16.2502,-95.4735
-11.5364,4.4590,16.2500,-95.4848
-11.6428,4.3523,16.2434,-95.4426
-11.6428,4.3525,16.2431,-95.5551
-11.7512,4.2491,16.2346,-95.4627
-11.7511,4.2493,16.2343,-95.5325
-11.7511,4.1226,16.2609,-95.5338
-11.7511,4.1227,16.2607,-95.5471
-11.8573,4.0195,16.2520,-95.5040
-11.8573,4.0197,16.2516,-95.6156
-11.9655,3.9150,16.2420,-95.5233
-11.9655,3.9152,16.2417,-95.5935
-11.9655,3.7915,16.2668,-95.5936
-11.9655,3.7916,16.2666,-95.6074
-12.0715,3.6871,16.2568,-95.5630
-12.0715,3.6873,16.2564,-95.6744
-12.1795,3.5861,16.2447,-95.5831
-12.1795,3.5864,16.2444,-95.6532
-12.1795,3.4608,16.2690,-95.6506
-12.1795,3.4609,16.2688,-95.6662
-12.2853,3.3600,16.2568,-95.6211
-12.2853,3.3602,16.2565,-95.7315
-12.2853,3.2351,16.2805,-95.6450
-12.2853,3.2352,16.2803,-95.7006
-12.3932,3.1353,16.2666,-95.6363
-12.3931,3.1356,16.2663,-95.7565
-12.3931,3.0108,16.2896,-95.6657
-12.3931,3.0109,16.2894,-95.7229
-12.4988,2.9113,16.2755,-95.6579
-12.4988,2.9116,16.2751,-95.7762
-12.4988,2.7872,16.2978,-95.6867
-12.4988,2.7873,16.2976,-95.7430
-12.6065,2.6888,16.2820,-95.6783
-12.6064,2.6891,16.2816,-95.7970
-12.6064,2.5651,16.3036,-95.7077
-12.6064,2.5652,16.3034,-95.7636
-12.7120,2.4670,16.2876,-95.6992
-12.7119,2.4672,16.2872,-95.8155
-12.7119,2.3437,16.3085,-95.7276
-12.7119,2.3438,16.3084,-95.7825
-12.8194,2.2467,16.2908,-95.7185
-12.8194,2.2470,16.2904,-95.8353
-12.8194,2.1238,16.3111,-95.7475
-12.8194,2.1239,16.3109,-95.8021
-12.9247,2.0271,16.2931,-95.7383
-12.9247,2.0273,16.2928,-95.8527
-12.9247,1.9046,16.3128,-95.7663
-12.9247,1.9047,16.3126,-95.8200
-12.9247,1.7846,16.3319,-95.7615
-12.9247,1.7846,16.3317,-95.8023
-13.0320,1.6868,16.3122,-95.7440
-13.0320,1.6871,16.3119,-95.8565
-13.0320,1.5650,16.3309,-95.7715
-13.0320,1.5650,16.3307,-95.8241
-13.1371,1.4699,16.3106,-95.7614
-13.1371,1.4701,16.3103,-95.8733
-13.1371,1.3484,16.3286,-95.7889
-13.1371,1.3485,16.3284,-95.8409
-13.1371,1.2294,16.3461,-95.7833
-13.1371,1.2295,16.3459,-95.8233
-13.2443,1.1333,16.3241,-95.7654
-13.2442,1.1336,16.3238,-95.8757
-13.2442,1.0149,16.3408,-95.7932
-13.2442,1.0150,16.3406,-95.8437
-13.2442,0.8941,16.3576,-95.7862
-13.2442,0.8942,16.3575,-95.8261
-13.3492,0.8009,16.3348,-95.7691
-13.3492,0.8011,16.3344,-95.8762
-13.3492,0.6807,16.3508,-95.7950
-13.3492,0.6808,16.3506,-95.8447
-13.3492,0.5628,16.3663,-95.7884
-13.3492,0.5629,16.3662,-95.8273
-13.4561,0.4688,16.3417,-95.7700
-13.4561,0.4690,16.3414,-95.8777
-13.4561,0.3515,16.3564,-95.7975
-13.4561,0.3516,16.3563,-95.8461
-13.4561,0.2320,16.3713,-95.7897
-13.4561,0.2321,16.3711,-95.8286
-13.5609,0.1408,16.3459,-95.7721
-13.5608,0.1410,16.3455,-95.8768
-13.5608,0.0218,16.3599,-95.7976
-13.5608,0.0219,16.3597,-95.8456
-13.5608,-0.0948,16.3735,-95.7903
-13.5608,-0.0947,16.3733,-95.8283
-13.5608,-0.2135,16.3870,-95.7764
-13.5608,-0.2134,16.3869,-95.8131
-13.6676,-0.3029,16.3592,-95.7576
-13.6676,-0.3027,16.3588,-95.8617
-13.6676,-0.4210,16.3719,-95.7835
-13.6676,-0.4209,16.3717,-95.8306
-13.6676,-0.5368,16.3842,-95.7758
-13.6676,-0.5367,16.3840,-95.8132
-13.6676,-0.6546,16.3964,-95.7617
-13.6676,-0.6545,16.3963,-95.7980
-13.7722,-0.7434,16.3677,-95.7429
-13.7721,-0.7431,16.3674,-95.8440
-13.7721,-0.8606,16.3791,-95.7677
-13.7721,-0.8605,16.3790,-95.8135
-13.7721,-0.9755,16.3901,-95.7595
-13.7721,-0.9754,16.3900,-95.7962
-13.7721,-1.0925,16.4010,-95.7451
-13.7721,-1.0924,16.4009,-95.7809
-13.7721,-1.2070,16.4114,-95.7310
-13.7721,-1.2069,16.4112,-95.7659
-13.7721,-1.3236,16.4216,-95.7157
-13.7721,-1.3235,16.4215,-95.7509
-13.8787,-1.4100,16.3899,-95.6966
-13.8787,-1.4097,16.3895,-95.7965
-13.8787,-1.5260,16.3993,-95.7219
-13.8787,-1.5258,16.3991,-95.7661
-13.8787,-1.6396,16.4083,-95.7132
-13.8787,-1.6395,16.4082,-95.7489
-13.8787,-1.7553,16.4173,-95.6985
-13.8787,-1.7551,16.4171,-95.7335
-13.8787,-1.8685,16.4257,-95.6843
-13.8787,-1.8684,16.4255,-95.7184
-13.8787,-1.9837,16.4339,-95.6688
-13.8787,-1.9836,16.4338,-95.7033
-13.8787,-2.0965,16.4417,-95.6544
-13.8787,-2.0964,16.4415,-95.6882
-13.9831,-2.1837,16.4083,-95.6343
-13.9831,-2.1834,16.4080,-95.7306
-13.9831,-2.2959,16.4153,-95.6593
-13.9831,-2.2958,16.4151,-95.7011
-13.9831,-2.4102,16.4222,-95.6489
-13.9831,-2.4101,16.4220,-95.6840
-13.9831,-2.5221,16.4287,-95.6350
-13.9831,-2.5220,16.4285,-95.6685
-13.9831,-2.6360,16.4350,-95.6195
-13.9831,-2.6359,16.4348,-95.6533
-13.9831,-2.7475,16.4408,-95.6050
-13.9831,-2.7474,16.4406,-95.6380
-13.9831,-2.8610,16.4464,-95.5894
-13.9831,-2.8609,16.4462,-95.6228
-13.9831,-2.9720,16.4516,-95.5748
-13.9831,-2.9719,16.4514,-95.6076
-13.9831,-3.0851,16.4565,-95.5592
-13.9831,-3.0850,16.4564,-95.5923
-13.9831,-3.1957,16.4610,-95.5446
-13.9831,-3.1956,16.4609,-95.5771
-13.9831,-3.3083,16.4653,-95.5290
-13.9831,-3.3082,16.4652,-95.5618
-13.9831,-3.4185,16.4692,-95.5144
-13.9831,-3.4184,16.4691,-95.5465
-13.9831,-3.5306,16.4729,-95.4987
-13.9831,-3.5305,16.4727,-95.5313
-13.9831,-3.6404,16.4761,-95.4841
-13.9831,-3.6403,16.4759,-95.5160
-13.9831,-3.7521,16.4791,-95.4685
-13.9831,-3.7520,16.4789,-95.5007
-13.9831,-3.8614,16.4816,-95.4539
-13.9831,-3.8613,16.4815,-95.4855
-13.9831,-3.9727,16.4839,-95.4382
-13.9831,-3.9725,16.4838,-95.4702
-13.9831,-4.0815,16.4859,-95.4236
-13.9831,-4.0814,16.4857,-95.4549
-13.9831,-4.1923,16.4875,-95.4080
-13.9831,-4.1922,16.4874,-95.4396
-13.9831,-4.3007,16.4888,-95.3933
-13.9831,-4.3006,16.4887,-95.4244
-13.9831,-4.4111,16.4898,-95.3777
-13.9831,-4.4109,16.4896,-95.4091
-13.9831,-4.5190,16.4904,-95.3630
-13.9831,-4.5189,16.4903,-95.3938
-13.9831,-4.6289,16.4908,-95.3474
-13.9831,-4.6288,16.4906,-95.3785
-13.9831,-4.7364,16.4908,-95.3327
-13.9831,-4.7363,16.4906,-95.3632
-13.9831,-4.8458,16.4904,-95.3170
-13.9831,-4.8457,16.4903,-95.3479
-13.9831,-4.9529,16.4898,-95.3024
-13.9831,-4.9528,16.4896,-95.3326
-13.9831,-5.0618,16.4888,-95.2867
-13.9831,-5.0617,16.4886,-95.3173
-13.8787,-5.1976,16.5288,-95.2761
-13.8787,-5.1974,16.5285,-95.2509
-13.8787,-5.3061,16.5270,-95.2224
-13.8787,-5.3060,16.5268,-95.2474
-13.8787,-5.4123,16.5250,-95.2043
-13.8787,-5.4121,16.5249,-95.2333
-13.8787,-5.5203,16.5227,-95.1883
-13.8787,-5.5202,16.5225,-95.2182
-13.8787,-5.6260,16.5201,-95.1738
-13.8787,-5.6259,16.5199,-95.2030
-13.8787,-5.7336,16.5171,-95.1582
-13.8787,-5.7335,16.5170,-95.1878
-13.8787,-5.8388,16.5139,-95.1436
-13.8787,-5.8387,16.5137,-95.1726
-13.8787,-5.9459,16.5102,-95.1280
-13.8787,-5.9458,16.5101,-95.1574
-13.7722,-6.0807,16.5482,-95.1173
-13.7721,-6.0805,16.5478,-95.0918
-13.7721,-6.1873,16.5437,-95.0635
-13.7721,-6.1871,16.5435,-95.0878
-13.7721,-6.2916,16.5391,-95.0458
-13.7721,-6.2915,16.5390,-95.0737
-13.7721,-6.3978,16.5342,-95.0300
-13.7721,-6.3976,16.5340,-95.0587
-13.7721,-6.5016,16.5290,-95.0155
-13.7721,-6.5015,16.5288,-95.0436
-13.6676,-6.6367,16.5640,-95.0036
-13.6676,-6.6365,16.5637,-94.9801
-13.6676,-6.7401,16.5580,-94.9521
-13.6676,-6.7399,16.5579,-94.9756
-13.6676,-6.8453,16.5518,-94.9338
-13.6676,-6.8452,16.5516,-94.9614
-13.6676,-6.9482,16.5453,-94.9192
-13.6676,-6.9481,16.5451,-94.9466
-13.5609,-7.0829,16.5795,-94.9073
-13.5608,-7.0827,16.5792,-94.8830
-13.5608,-7.1854,16.5722,-94.8554
-13.5608,-7.1852,16.5720,-94.8785
-13.5608,-7.2897,16.5646,-94.8373
-13.5608,-7.2895,16.5644,-94.8643
-13.5608,-7.3916,16.5568,-94.8228
-13.5608,-7.3915,16.5566,-94.8496
-13.4561,-7.5248,16.5886,-94.8109
-13.4561,-7.5246,16.5882,-94.7879
-13.4561,-7.6263,16.5800,-94.7601
-13.4561,-7.6261,16.5798,-94.7829
-13.4561,-7.7296,16.5710,-94.7424
-13.4561,-7.7295,16.5709,-94.7688
-13.4561,-7.8306,16.5619,-94.7280
-13.4561,-7.8305,16.5618,-94.7541
-13.3492,-7.9633,16.5929,-94.7161
-13.3492,-7.9631,16.5925,-94.6924
-13.3492,-8.0639,16.5829,-94.6651
-13.3492,-8.0637,16.5828,-94.6874
-13.3492,-8.1662,16.5727,-94.6475
-13.3492,-8.1661,16.5725,-94.6734
-13.2443,-8.2955,16.6017,-94.6364
-13.2442,-8.2953,16.6014,-94.6134
-13.2442,-8.3973,16.5906,-94.5854
-13.2442,-8.3972,16.5905,-94.6080
-13.2442,-8.4970,16.5796,-94.5691
-13.2442,-8.4968,16.5794,-94.5941
-13.1372,-8.6280,16.6079,-94.5571
-13.1371,-8.6278,16.6075,-94.5337
-13.1371,-8.7271,16.5960,-94.5068
-13.1371,-8.7270,16.5959,-94.5285
-13.0320,-8.8569,16.6225,-94.4925
-13.0320,-8.8567,16.6222,-94.4701
-13.0320,-8.9556,16.6100,-94.4431
-13.0320,-8.9554,16.6099,-94.4646
-13.0320,-9.0560,16.5971,-94.4262
-13.0320,-9.0559,16.5970,-94.4507
-12.9247,-9.1836,16.6234,-94.4152
-12.9247,-9.1834,16.6230,-94.3917
-12.9247,-9.2835,16.6096,-94.3646
-12.9247,-9.2833,16.6095,-94.3861
-12.9247,-9.3831,16.5957,-94.3482
-12.9247,-9.3830,16.5956,-94.3723
-12.8194,-9.5093,16.6199,-94.3372
-12.8194,-9.5091,16.6196,-94.3148
-12.8194,-9.6084,16.6051,-94.2876
-12.8194,-9.6083,16.6050,-94.3089
-12.7120,-9.7345,16.6291,-94.2748
-12.7119,-9.7343,16.6288,-94.2514
-12.7119,-9.8331,16.6137,-94.2248
-12.7119,-9.8330,16.6135,-94.2457
-12.6065,-9.9581,16.6359,-94.2119
-12.6064,-9.9579,16.6356,-94.1896
-12.6064,-10.0562,16.6199,-94.1629
-12.6064,-10.0560,16.6197,-94.1836
-12.4988,-10.1810,16.6418,-94.1503
-12.4988,-10.1808,16.6415,-94.1271
-12.4988,-10.2786,16.6251,-94.1008
-12.4988,-10.2785,16.6249,-94.1212
-12.3932,-10.4023,16.6454,-94.0882
-12.3931,-10.4021,16.6451,-94.0660
-12.3931,-10.4994,16.6280,-94.0398
-12.3931,-10.4993,16.6278,-94.0599
-12.2853,-10.6229,16.6480,-94.0273
-12.2853,-10.6227,16.6477,-94.0043
-12.1795,-10.7473,16.6662,-93.9808
-12.1795,-10.7471,16.6658,-93.9569
-12.1795,-10.8418,16.6481,-93.9321
-12.1795,-10.8416,16.6480,-93.9513
-12.0715,-10.9661,16.6662,-93.9189
-12.0715,-10.9659,16.6658,-93.8963
-12.0715,-11.0601,16.6475,-93.8715
-12.0715,-11.0600,16.6473,-93.8905
-11.9655,-11.1832,16.6638,-93.8584
-11.9655,-11.1830,16.6635,-93.8367
-11.8573,-11.3045,16.6804,-93.8141
-11.8573,-11.3042,16.6801,-93.7893
-11.8573,-11.3996,16.6604,-93.7648
-11.8573,-11.3994,16.6602,-93.7836
-11.7512,-11.5197,16.6755,-93.7527
-11.7511,-11.5195,16.6751,-93.7307
-11.6428,-11.6417,16.6900,-93.7079
-11.6428,-11.6414,16.6897,-93.6837
-11.6428,-11.7341,16.6694,-93.6602
-11.6428,-11.7340,16.6692,-93.6781
-11.5365,-11.8550,16.6825,-93.6474
-11.5364,-11.8548,16.6821,-93.6258
-11.4280,-11.9740,16.6958,-93.6039
-11.4279,-11.9738,16.6955,-93.5794
-11.4279,-12.0675,16.6738,-93.5559
-11.4279,-12.0674,16.6736,-93.5737
-11.3215,-12.1854,16.6856,-93.5442
-11.3214,-12.1852,16.6853,-93.5222
-11.2128,-12.3051,16.6968,-93.5002
-11.2127,-12.3048,16.6965,-93.4762
-11.1061,-12.4219,16.7072,-93.4553
-11.1061,-12.4217,16.7069,-93.4316
-11.1061,-12.5145,16.6839,-93.4087
-11.1061,-12.5143,16.6837,-93.4259
-10.9973,-12.6312,16.6941,-93.3973
-10.9973,-12.6310,16.6938,-93.3746
-10.8905,-12.7487,16.7024,-93.3533
-10.8905,-12.7485,16.7021,-93.3302
-10.7815,-12.8645,16.7111,-93.3097
-10.7814,-12.8642,16.7108,-93.2854
-10.6745,-12.9810,16.7181,-93.2649
-10.6745,-12.9808,16.7178,-93.2417
-10.6745,-13.0705,16.6936,-93.2201
-10.6745,-13.0703,16.6934,-93.2362
-10.5654,-13.1869,16.7004,-93.2084
-10.5653,-13.1866,16.7000,-93.1859
-10.4583,-13.3005,16.7062,-93.1659
-10.4582,-13.3002,16.7059,-93.1426
-10.3489,-13.4158,16.7115,-93.1225
-10.3489,-13.4156,16.7112,-93.0986
-10.2417,-13.5285,16.7160,-93.0793
-10.2417,-13.5282,16.7157,-93.0559
-10.1322,-13.6429,16.7200,-93.0362
-10.1322,-13.6426,16.7197,-93.0123
-10.0248,-13.7545,16.7232,-92.9934
-10.0248,-13.7543,16.7229,-92.9699
-9.9152,-13.8680,16.7259,-92.9507
-9.9152,-13.8677,16.7255,-92.9268
-9.8077,-13.9787,16.7278,-92.9083
-9.8076,-13.9784,16.7275,-92.8848
-9.6979,-14.0911,16.7291,-92.8660
-9.6979,-14.0909,16.7288,-92.8421
-9.5902,-14.2009,16.7298,-92.8240
-9.5902,-14.2006,16.7294,-92.8005
-9.4803,-14.3123,16.7298,-92.7821
-9.4803,-14.3120,16.7294,-92.7582
-9.3725,-14.4211,16.7291,-92.7405
-9.3725,-14.4208,16.7288,-92.7170
-9.2625,-14.4435,16.7568,-92.7219
-9.2624,-14.4433,16.7566,-92.6833
-9.1545,-14.5534,16.7547,-92.6681
-9.1545,-14.5531,16.7544,-92.6442
